	count_sam11 sicontrol	count_sam15 siCDCA2	rpkm_sam11 siControl	rpkm_sam15 siCDCA2
ZNF263	82	128	6.04444896	7.436717253
TMEM260	156	244	8.86109723	10.92398683
GIP	0	0	0	0
ITIH6	0	0	0	0
LINC00652	2	0	0.269201248	0
TRPA1	0	0	0	0
ZNF843	0	1	0	0.094811911
PXMP2	193	265	48.83414715	52.84946681
NUDT19	252	292	20.56653982	18.78330364
TP73	2	2	0.087702471	0.069125815
LOC283194	1	1	0.09302594	0.073321697
HP	1	0	0.167228261	0
PAK1	445	647	30.97303894	35.49412921
FDFT1	1543	1887	85.16801551	82.09390978
ZNF804A	0	0	0	0
CROCCP2	16	34	2.195095954	3.676553426
LOC100130476	18	8	2.21926548	0.777419048
USP22	1330	2085	61.69633616	76.23286298
SLIT2	3	2	0.090073102	0.047329542
SYNJ1	92	105	3.089374575	2.779076344
DNAJC9-AS1	12	20	0.778814867	1.023084301
LPAR1	287	342	21.93688508	20.60381336
EIF2B1	211	293	27.32241509	29.90423437
C1QL1	57	100	9.20156785	12.72375843
UAP1	1838	2681	166.8786307	191.8582471
TMEM74	24	20	0.781327848	0.51319273
SNORD93	0	0	0	0
CD40	75	117	9.870102814	12.13597611
ZNF280B	62	153	2.620541872	5.097054562
TRIM25	750	1876	31.61732099	62.33401151
MB21D1	63	154	8.465721925	16.31070031
DNAJB5-AS1	0	0	0	0
TNKS2-AS1	5	1	1.590975837	0.250796815
CPXM1	0	0	0	0
TAF13	31	51	13.00960519	16.86945441
NT5C3A	145	192	16.40712418	17.12356274
FAM212A	2	7	0.465666389	1.284610226
TUG1	1170	1181	36.95687858	29.40273683
CSRP2	47	55	12.33032129	11.37280683
VNN1	3	3	0.188980116	0.148951386
C8orf33	385	1077	35.6233898	78.54502001
UBE2T	275	622	73.01567287	130.167397
BAIAP2L2	5	12	0.564444108	1.06772798
C17orf107	0	10	0	0.619261442
VSIG8	0	0	0	0
TMEM131	214	171	7.801769917	4.913646546
SMCO3	0	2	0	0.181422411
MIR606	0	0	0	0
FANCG	472	708	43.44095726	51.35929855
CRNKL1	162	198	8.889131345	8.563236466
RHOC	1152	1998	172.0868561	235.2443183
BUD13	108	153	11.85486148	13.23709229
CEP83-AS1	10	3	0.943673119	0.223136839
LOC401320	10	11	0.62553997	0.542345683
ZNF530	19	43	0.908527631	1.620620889
MAPK10	0	0	0	0
INHBC	0	0	0	0
TBC1D32	27	29	1.07390869	0.909138455
MTFMT	78	150	6.878160505	10.42551218
TTC34	0	0	0	0
LLPH-AS1	0	0	0	0
AK5	2	0	0.111716965	0
TAGLN	37	34	5.754284732	4.167705072
NFE2	19	19	2.246476526	1.770640211
BCL7A	92	241	5.888839561	12.1587065
GNAT1	0	1	0	0.053030391
C8orf58	81	186	9.516675552	17.2243018
HSPA4L	128	123	6.949496606	5.263527869
ELAVL2	0	0	0	0
TSPAN14	245	339	10.63378706	11.59711626
LRGUK	3	0	0.233581854	0
COQ10A	101	145	13.549473	15.33195267
BMP1	101	176	5.783116283	7.942946853
TTYH2	51	39	2.949479972	1.77774031
SNCA	0	0	0	0
CHADL	2	4	0.191193464	0.30139183
WDR78	13	14	0.795930415	0.675597792
PRSS33	3	3	0.428830913	0.337998305
LOC101927657	0	0	0	0
CDX1	1	0	0.136651536	0
TXNL4B	93	337	7.541736966	21.54005319
COPS7B	177	339	15.00697985	22.65417073
ANOS1	53	64	2.032266934	1.934253062
DIAPH2-AS1	0	2	0	0.390698826
PMS2CL	9	36	1.253923303	3.953296634
ZNF699	43	39	1.569535795	1.122007639
INSIG2	261	205	22.7748621	14.09929988
SNRPA1	75	132	16.72282613	23.1980126
BGLAP	0	0	0	0
BORCS5	41	79	1.549072775	2.352575087
LINC01561	0	2	0	0.175500116
ARL13B	146	108	8.593435165	5.010327819
LOC101927278	0	0	0	0
ASB16-AS1	20	33	2.144787621	2.789309309
MALAT1	16170	9161	447.4356379	199.7983389
TMEM234	10	30	1.181779026	2.794383256
MRPL52	240	464	44.43055456	67.70440263
TCEAL4	199	48	22.75125494	4.325356972
PSTK	29	36	4.116207004	4.027449912
RASA1	349	408	18.98655051	17.49481051
CDC42P3	1	0	0.131888084	0
ABCA4	1	0	0.033057546	0
MIR4517	0	0	0	0
TMEM184A	38	115	1.466151665	3.497208936
LOC105374972	2	0	0.371675399	0
TET3	59	208	1.254645194	3.486267348
ARID4A	127	136	5.327894723	4.496962437
GNAO1	12	27	0.36674975	0.650400374
SCPEP1	152	225	18.92353285	22.07850112
KLF15	1	9	0.095899613	0.680280153
ARHGAP22	26	56	1.536687718	2.608727624
C2orf57	1	0	0.17052572	0
SLC13A4	0	1	0	0.065451432
CMC2	201	469	66.67322054	122.6186856
TCL1A	0	0	0	0
C14orf119	333	480	27.38023496	31.10732111
ZFP82	105	301	3.469621295	7.839488167
LOC283856	0	0	0	0
ALOX12-AS1	3	2	1.115882592	0.586348315
TMEM11	279	723	40.02303302	81.74713277
BTNL10	0	0	0	0
LOC152225	0	0	0	0
PRAF2	50	70	9.242233678	10.19843233
TRG-AS1	0	0	0	0
CILP2	8	23	0.461341314	1.045414779
KCNN4	58	88	6.269865312	7.497929072
ZNF420	70	219	2.407364943	5.936308255
MGC45922	1	0	0.25870355	0
ST18	1	1	0.038253795	0.030151086
USP51	9	11	0.494962231	0.476815839
XRCC4	138	99	16.11196726	9.110309191
TEP1	122	130	2.762472015	2.320116788
CCR7	0	0	0	0
CCT5	3088	4712	185.4534874	223.0444557
ANKLE2	321	659	17.34248855	28.06210443
TPR	262	334	6.53640932	6.56769315
LOC728743	8	17	0.574999163	0.963062748
ANGEL1	246	519	14.48991596	24.09497916
TATDN2	265	323	13.07699785	12.56299359
LMO7-AS1	2	5	0.816683043	1.60924432
LINC00649	0	0	0	0
PEA15	547	2058	47.37272809	140.4801225
RACGAP1	1114	885	77.24834649	48.36995793
PHOSPHO1	9	21	1.002907824	1.844447264
GRAP2	1	0	0.059745009	0
SPCS1	436	448	97.39472671	78.87791201
TRMU	28	106	3.452190747	10.30080239
KBTBD3	45	26	2.575417988	1.172835213
HEATR5B	95	123	3.380940568	3.450225499
ASCC3	426	453	9.06135089	7.594688905
CSTF1	337	523	31.72759644	38.80944201
BRD7P3	1	0	0.098393548	0
CMAS	208	232	28.04369524	24.65405307
TARS	2310	3860	176.6767109	232.6928657
LOC101928505	1	5	0.145695862	0.574176824
SERPINA3	2	9	0.304586821	1.080319112
ARPC1B	1039	1127	164.3306576	140.4932307
ADAMTS2	3	3	0.099854236	0.07870366
MIR7641-2	0	0	0	0
ALDH1B1	484	889	38.17554294	55.26753049
TSEN34	460	727	40.48978564	50.4371449
KDM1A	544	685	42.39707376	42.07808749
CFL2	2804	3421	193.2210725	185.8052543
FBXW8	64	115	3.192044785	4.520799852
CACTIN	64	98	4.276318276	5.161127176
PDE12	207	185	6.651317693	4.685301172
SDHA	767	1144	66.56859594	78.25795505
CCDC6	613	741	25.47816997	24.27472964
KLF14	2	2	0.327446278	0.258088406
LOC100506302	22	28	3.846370753	3.858468259
RASAL2	278	369	6.097530183	6.379166928
STMN3	20	31	1.772668539	2.165647023
TAF6L	64	96	7.327365216	8.66298446
SIAH3	0	0	0	0
TFEC	0	0	0	0
OS9	280	347	23.69008605	23.14016862
HTR1F	2	0	0.128323541	0
HAUS8	52	119	8.648090085	15.59883845
ELK3	700	773	39.45590448	34.34170832
SSTR2	0	3	0	0.19317447
FBXO6	21	51	3.282812763	6.283844542
TMEM145	18	26	2.45004913	2.789356822
GRIP1	8	21	0.382840352	0.792091681
C21orf140	2	5	0.503946977	0.993009242
INHBE	1	5	0.098273751	0.387289725
FOLR1	0	0	0	0
SKA2	748	385	55.64534523	22.57441011
CSRNP2	213	311	10.96920656	12.62363527
MIR573	0	0	0	0
WDR60	36	55	2.311048464	2.782900504
LSM14A	646	662	41.47048077	33.49600243
GLTSCR2-AS1	0	1	0	0.353437734
GPC2	5	14	0.46728391	1.031257919
GOLGA6L10	0	0	0	0
ARPC1A	990	1392	149.1755178	165.3217647
MED27	130	223	17.49808111	23.65812781
RPP40	77	97	15.73441538	15.62284262
OVOL2	13	18	1.693332324	1.847990734
LOC101928126	0	0	0	0
D2HGDH	46	116	4.248184603	8.443684081
BSPRY	110	106	11.27216143	8.561479431
HIPK1	386	509	10.99371414	11.42624036
GCC1	124	264	7.266739781	12.19411504
TDRD3	34	33	2.624476175	2.007733637
IBA57-AS1	1	1	0.377763685	0.297747857
USP14	1048	1133	61.06100949	52.03086488
LOC729737	2	5	0.08847151	0.174329902
TRIM21	73	212	9.163657923	20.97540269
HAR1B	3	4	0.810758445	0.852037395
TM7SF2	230	308	34.78682083	36.71690439
AZIN2	16	28	1.508113802	2.080178489
TMEM126A	65	91	19.24147183	21.23218857
TMLHE	26	48	1.525886956	2.220335935
LOC100506098	1	1	0.285887276	0.225332204
NXPH4	16	23	2.147640997	2.433313003
ZNF8	11	25	1.205254184	2.159008783
TM6SF1	50	24	6.068835147	2.296016558
VDR	92	178	4.312326763	6.576158536
ASIC1	89	109	4.550473077	4.392598189
HOTAIRM1	58	73	13.45258458	13.34532134
MPZL1	1134	1174	54.80921285	44.72362991
RHBDD3	39	140	4.471455669	12.65146434
LDHD	11	5	1.285526905	0.460560754
SEH1L	570	621	39.36780312	33.80542206
DENND1B	157	104	3.477589097	1.815684517
DLEC1	0	1	0	0.033917963
MGC70870	193	185	15.0270993	11.35319281
NDUFV3	171	293	19.43993208	26.25395224
FXYD6	101	112	10.11865898	8.843985997
ITGB7	1	3	0.084459896	0.199710195
GIGYF2	177	190	4.689783834	3.967908033
CENPN	283	306	12.91265608	11.0047204
SNN	41	52	3.014882301	3.013826775
GHET1	6	2	0.765478996	0.201113147
PAQR9-AS1	0	0	0	0
RPS25	1691	2398	832.2556287	930.2308751
DTNBP1	73	176	6.907657731	13.12650342
CASP3	131	132	11.86726316	9.425006241
HIST1H1T	0	1	0	0.263250174
ITGAL	0	0	0	0
ZNF438	23	22	1.452626504	1.095159176
RIPK3	0	0	0	0
COQ10B	180	160	16.00674771	11.21447676
SNORD45C	0	0	0	0
ESAM	2	25	0.259118804	2.552921032
MTERF4	104	125	3.843595593	3.641185447
LMAN2L	141	259	13.37354471	19.36224108
EBLN2	3	2	0.437087586	0.22967073
EIF4G2	4593	3941	255.145441	172.5544802
TMEM63B	249	427	17.51219404	23.66996013
CWC22	66	85	4.873946471	4.947481547
FAM19A4	7	3	0.73889523	0.249594215
HIST1H2AE	17	25	7.298742696	8.459945761
PLAT	7	11	0.526242054	0.651791413
SCARNA6	0	0	0	0
TIGIT	0	0	0	0
FKBP8	1134	1424	152.9772459	151.409181
LINC00539	0	0	0	0
PCCA	51	56	4.81648699	4.168469999
LOC100130744	17	33	1.583874906	2.423339908
SAXO1	0	0	0	0
LOC101929657	0	0	0	0
APOPT1	238	463	18.53082711	28.41366632
CELF2	701	439	14.80030623	7.305427607
ANKS4B	0	0	0	0
CCDC122	35	20	4.220681416	1.900959924
PUS7L	128	114	7.007631667	4.9192012
IBA57	22	36	0.675614901	0.871379778
SMO	98	121	6.350109498	6.179722114
DISP1	29	32	1.42612696	1.240333884
RAB19	0	0	0	0
TRIM11	171	414	15.38723721	29.36251944
LLGL1	338	511	19.3763079	23.08892243
ATP6V1E2	34	31	5.174721408	3.718760319
S100A6	7654	4832	2713.600999	1350.245989
LOC101927793	1	0	0.10423871	0
TTC6	12	11	0.421124387	0.304263788
DNAJC21	364	392	14.19802419	12.05149799
HUNK	8	9	0.262311737	0.232594094
ALMS1P1	0	0	0	0
MIR6514	0	1	0	2.726519663
MIR5695	0	0	0	0
NSDHL	142	202	21.09497311	23.65213989
PGAM1P5	0	3	0	0.267181115
ECI2	327	285	50.33815182	34.57982662
CEP135	32	45	1.351122706	1.49756529
SH2D5	112	434	7.073659496	21.60450374
MTM1	63	79	4.439822733	4.388141366
MIR31	2	0	6.821028799	0
WNT3A	0	2	0	0.128436323
APOL3	2	14	0.118149072	0.651863691
C11orf44	0	1	0	0.053807831
ATOH7	2	1	0.318823598	0.125646067
FRMD6	983	1534	45.08144536	55.44956086
CEP85L	34	35	1.023748043	0.830635809
CCNY	380	317	17.94727492	11.80056004
DCAF13	425	936	38.96716093	67.64163888
HSPA12A	67	95	2.694091166	3.010852832
C15orf65	8	3	2.576026834	0.761395119
CDK14	119	79	5.253497933	2.748888557
LINC01624	0	1	0	0.059364347
RPL19	4280	7044	917.9691017	1190.781502
SMPD1	21	39	2.008324238	2.939730916
RASGEF1A	89	128	6.450476053	7.312067099
UPK1A	21	9	3.717161528	1.255634055
PROX1-AS1	4	2	0.284962074	0.112301487
AMOTL2	569	1099	26.30419458	40.0441309
TP53I3	69	119	8.214410051	11.16613018
SYT9	0	0	0	0
LOC728554	32	69	4.241208931	7.208040487
ZMYM1	92	44	4.770338342	1.798218535
SLC14A2	0	0	0	0
SLIT3	1	0	0.024876364	0
STRIP2	204	190	8.663256851	6.359647757
LMF1	44	71	2.279513689	2.899187574
ZNF17	17	15	1.506216934	1.047510298
TAMM41	27	79	2.122024052	4.89375324
ZNF507	225	456	7.059208025	11.27630314
FLVCR1	149	166	6.075068502	5.334594794
SLC6A7	0	2	0	0.099533964
SMIM10L1	90	98	4.50272459	3.86444729
GPALPP1	62	76	5.04641492	4.875658691
CPT2	145	236	11.34817251	14.55788779
IL15	15	20	1.292137259	1.357925125
FADD	412	778	53.83937788	80.13289845
TSSK6	3	3	0.503772238	0.39706597
THSD4	485	404	12.46059028	8.181005417
LINC00888	52	59	7.535379511	6.738794857
CDC42BPB	581	724	20.99494546	20.62080533
GUCY1B3	6	6	0.382941258	0.301828745
CCL7	0	0	0	0
C5orf63	22	32	0.842381956	0.965750165
ADORA2A-AS1	0	0	0	0
TNFAIP8L3	26	18	2.766172927	1.509408952
MUL1	206	376	20.29380944	29.19527971
SON	1418	1707	31.76940865	30.14358202
SLC39A1	2222	1842	173.7325065	113.5154812
PLAA	303	257	14.80137105	9.895115741
DSCC1	125	250	13.33993623	21.02868845
WDR66	256	314	14.43294755	13.95317862
ZCCHC9	153	168	20.69744018	17.91277722
RAB40A	3	3	0.539702502	0.425385683
HNRNPUL1	1224	1511	65.5724211	63.80176653
AGAP2	3	0	0.119323188	0
MKRN2	144	227	12.2519674	15.22290845
SCGN	0	0	0	0
CTSK	21	15	2.80943479	1.581682677
LOC729987	0	0	0	0
ENDOU	0	1	0	0.077615444
NMRK2	0	0	0	0
DMBT1	2	2	0.063009764	0.049663382
ADAMTSL4	70	199	3.833165212	8.588968543
ST7	78	107	5.978926478	6.464587614
ARHGAP26	72	71	1.928387304	1.498816804
TIMM10B	112	161	9.542720094	10.81206073
LOC100289580	0	1	0	0.050544591
HIST2H2BE	173	192	18.84451119	16.48422144
ZFAND4	61	61	3.522761237	2.776589306
IRS1	311	563	8.620371847	12.29992444
MAGEE1	3	5	0.196281969	0.257844334
LOC646471	3	6	0.198861091	0.313478855
IGF2BP1	9	25	0.248525339	0.54412241
LOC101929536	1	0	0.202633073	0
HIGD2B	0	2	0	0.341730307
GOLGA8M	0	0	0	0
LRRN4CL	0	0	0	0
CCNF	133	145	7.507106638	6.450856544
ZNF200	76	140	5.030928294	7.304508664
IGFBPL1	330	355	22.45247327	19.03737387
LOC729652	1	0	0.074187047	0
MIR4479	0	1	0	2.688117977
GSTM2P1	18	21	3.8368287	3.528154845
ULK4P3	0	3	0	0.249812011
RAB32	273	688	54.67824699	108.6097493
STAC2	4	0	0.295570976	0
ACOT8	49	99	10.13251887	16.13559459
ILDR2	10	14	0.297953147	0.328779287
C1orf145	14	8	0.959267491	0.432046126
QKI	636	350	9.412369407	4.082614089
MIR1281	0	0	0	0
SNORA18	11	5	20.17887686	7.229408196
CPS1	0	1	0	0.030953029
THAP9	17	35	1.035334728	1.680073736
NAA40	176	172	10.96982959	8.44975463
HPX	1	0	0.149196871	0
FBXL17	179	116	8.335428366	4.257565319
EMC2	145	108	8.697360848	5.105892655
C17orf53	46	102	4.081619652	7.133510586
INE1	1	1	0.240224725	0.189341643
CPNE8	141	151	9.864969562	8.326874554
ZNF710	56	89	3.001373451	3.759676294
PQLC2L	43	48	3.779419406	3.32526536
KAZN	21	32	0.542813511	0.651943216
LURAP1	0	0	0	0
TMEM44	63	65	6.053663059	4.922882724
WDR75	205	373	18.16985252	26.05762386
HDAC7	136	221	7.656807032	9.806849379
ACVR1B	216	429	10.88072578	17.03294892
URB1	260	956	5.825138399	16.88181864
BOD1L2	12	35	0.868167992	1.995809135
TTLL13P	1	1	0.134451151	0.105972447
FAM47E	2	1	0.231276526	0.091144401
DKFZP434A062	1	1	0.050637081	0.039911413
FAM201B	1	2	0.149750478	0.236062308
PEG3	0	0	0	0
ZNF271P	286	250	13.48926868	9.293746415
SNORD69	0	0	0	0
GCK	1	0	0.078798087	0
TRPC3	3	1	0.200729364	0.052737324
PP7080	79	132	10.97508621	14.45383917
SLC31A2	96	92	13.10375769	9.89785041
WWP2	192	393	6.892829102	11.12031963
PLCH2	2	4	0.070761696	0.111546684
PRSS27	1	3	0.165174981	0.390565572
ITGA10	3	2	0.137870482	0.072445009
UQCRHL	373	529	167.8822544	187.6636117
TDRP	155	215	10.96485859	11.98776539
GLOD5	0	0	0	0
MORN5	0	0	0	0
SLC22A23	43	29	1.457080949	0.774536092
SPRED1	544	475	18.15681712	12.49576551
SNORA63	2	6	3.587355887	8.482505617
ENY2	347	438	28.23415432	28.08974894
RARA	125	278	6.940682251	12.16649223
HOXD4	0	0	0	0
GGTA1P	0	1	0	0.108750072
MYBPH	0	1	0	0.105679057
KLK14	0	0	0	0
PCDHA1	8	12	0.346480447	0.409636293
THUMPD3-AS1	26	15	2.322320023	1.056010935
LOC105372397	3	1	1.410562266	0.370594906
ZNF317	200	511	11.47341968	23.10533246
KLHL24	195	85	6.443582405	2.213808951
ARID1B	131	105	3.29126317	2.079261208
GIGYF1	48	190	1.836472282	5.729611552
ANKH	235	258	6.933646004	5.999871464
ZSCAN12P1	26	16	1.552604089	0.753070782
FAM180B	0	0	0	0
OPALIN	0	0	0	0
ZNF619	35	69	2.025604274	3.147488043
RBBP5	222	338	12.18692541	14.62467813
MFSD14C	2	4	0.616148912	0.971279269
FAM180A	0	0	0	0
SERPINB7	37	24	3.785137866	1.935172384
TIMM44	180	500	21.79318701	47.71409409
LOC100505771	45	35	13.74097542	8.423673611
TMEM14EP	0	0	0	0
BMP2	0	3	0	0.180906518
RIN2	220	286	11.81988793	12.11114348
JMJD1C	176	239	4.39857446	4.707882543
RPUSD4	102	166	9.832382676	12.61232424
TDRD6	3	0	0.080922309	0
NCAPG	495	544	25.22359608	21.8488781
PGAM5	268	457	19.94322926	26.8043528
RPL13AP20	28	40	10.27288277	11.56705311
LOC654841	6	5	0.580687104	0.381407627
TMEM220	7	11	0.543451637	0.67310681
UBE2B	271	205	24.91332861	14.854046
LOC101927989	6	10	1.213767029	1.594455943
PRPS2	273	294	26.02598449	22.09124986
MAP7D3	113	143	4.186437734	4.175713253
LOC100506526	0	0	0	0
MTCH1	1039	1701	104.4376242	134.7640914
RGS14	63	126	6.340494975	9.994972329
FIGN	57	91	1.918325473	2.413888846
SLC2A1-AS1	8	3	1.723462793	0.50940314
POM121C	53	119	2.188195343	3.872448216
ZNF57	33	119	3.888484301	11.05202374
GRIN2D	10	25	0.475449681	0.936856354
TRIM4	260	258	18.20650544	14.23971808
DOPEY1	23	51	0.694262031	1.213372625
CASC21	0	0	0	0
C10orf55	17	29	1.638078345	2.202481064
CALR	2704	3444	342.6290929	343.960942
ELOVL3	19	22	3.24227197	2.959013587
MID2	94	71	3.098948006	1.844901664
COLQ	2	0	0.14387791	0
GPR146	11	14	1.200907009	1.204684071
TMSB10	5697	6469	2862.051324	2561.514313
AJUBA	791	1300	36.84838384	47.73245273
SLC10A5	2	1	0.367724408	0.144917522
UBE3C	1333	1653	62.30096783	60.89279872
MRPL47	308	399	63.20434652	64.53533405
HSDL2	466	560	33.45398145	31.68679833
ANKRD2	20	65	3.209364114	8.221116279
LOC285696	3	3	0.21907104	0.172668616
SZT2	60	100	1.039329805	1.365307793
PTRF	2618	2566	174.4467792	134.7653995
TRPV5	0	0	0	0
LOC643387	16	16	1.457068205	1.148440023
MMP17	23	92	2.309983415	7.282781678
UBE2E1	497	567	62.32357412	56.04120425
KLHL7	300	318	17.74834027	14.8283234
ST3GAL5	50	47	4.945803153	3.664317684
MTFR1	652	615	51.59461849	38.35838937
CHP2	1	0	0.10165681	0
ATP5J2	337	572	159.6934991	213.6396229
HIST2H2BF	1	2	0.226941446	0.357743911
HIST4H4	2	1	1.175468555	0.463243632
SNORD78	0	0	0	0
PDZK1	2	1	0.210562193	0.082981033
STAM2	268	241	11.38313769	8.068126067
MYL2	0	0	0	0
KRT18	2028	3350	319.9173599	416.5269452
PPIG	141	179	12.61739086	12.62501529
CDK8	141	282	11.05656077	17.42924163
IKBIP	472	272	27.88318091	12.66478028
BPHL	145	180	15.7378959	15.39854224
LOXL1	34	16	3.495958285	1.296688757
GPR22	0	0	0	0
IMMP1L	13	20	3.915304466	4.747671054
ING1	105	158	6.023545333	7.144114539
PTGR2	40	73	3.612779148	5.196760715
SLCO2A1	53	74	3.039016265	3.34439305
LAYN	3	5	0.256964827	0.337559916
WIZ	109	253	5.338586355	9.766719908
EPX	0	2	0	0.140283996
DALRD3	102	151	12.33713551	14.39526116
C5orf38	0	0	0	0
LOC100505984	1	1	0.480449449	0.378683286
ATAD2	652	1031	28.37518558	35.36537096
AHSG	3	5	0.461817907	0.606663625
HECTD1	2228	2459	58.78854221	51.14044127
TBX1	1	1	0.086357533	0.068065755
RUVBL1	357	777	27.84100112	47.76019467
TM4SF1	2008	2145	287.5400455	242.0975324
PCDHGB5	78	114	4.072321851	4.691165784
COL23A1	0	1	0	0.062310276
HEYL	39	99	2.295506654	4.592800501
CYP2D7	0	2	0	0.227074808
PAM	1128	715	45.85215331	22.90789141
3-Sep	54	55	2.808400388	2.254531937
SERPINA5	1	2	0.103614259	0.163334511
GNGT1	0	0	0	0
IRX5	1	0	0.117432843	0
POLR2I	114	290	31.65677013	63.47287747
ANK2	46	40	0.767078027	0.525738934
LINC01269	1	2	0.402236748	0.63407434
LOC101927021	35	54	2.803548886	3.409276985
NRXN2	8	5	0.261780024	0.128957011
GUF1	405	548	23.14593853	24.68475201
TMEM241	116	154	9.017334381	9.435596136
HAND1	1	2	0.139324811	0.219627591
RNPS1	384	861	33.81245985	59.75539639
PINK1-AS	9	7	0.490506122	0.300696519
CEMP1	0	0	0	0
MIR6736	1	0	4.104178345	0
C1QTNF6	70	227	5.773248149	14.75626616
CERS4	80	199	10.66724768	20.91432759
SLC17A4	1	0	0.065445006	0
ZBTB33	242	249	11.03360166	8.948077145
CAMKMT	34	16	5.294522033	1.963795513
DOCK6	86	125	3.253843894	3.727663601
EIF2AK3	61	64	3.056266887	2.527375975
MIR4785	0	0	0	0
IFI16	76	302	6.34153539	19.86169044
FAM76A	47	54	3.290224502	2.979544471
YARS	698	1274	54.22466237	78.00802807
LINC00493	96	174	47.24810193	67.49798677
ANXA11	781	1036	52.11254725	54.48531439
CCNB1	1087	1045	121.4643608	92.03733886
PAH	0	0	0	0
VGLL2	0	0	0	0
PPIL3	164	195	31.22014911	29.25864261
NUCB1	227	353	21.31340077	26.12342026
TLR5	23	18	1.305219127	0.805112438
CNTNAP2	6	7	0.146874154	0.135058091
C8orf76	22	25	3.969615121	3.555446654
B3GNTL1	15	26	0.804473496	1.09906219
FGF3	0	0	0	0
TONSL	57	128	3.056999286	5.410767702
CD14	6	12	0.804473496	1.26814868
LOC101927078	0	0	0	0
SNX33	124	198	9.287401415	11.68869858
DRD4	1	2	0.177787461	0.280258996
ZNF836	8	13	0.581209775	0.744414309
HPDL	14	52	1.881271539	5.507509196
DECR1	159	124	10.92235378	6.713812956
LOC155060	5	5	0.383872103	0.302562423
ATP6AP1L	11	8	1.135384376	0.650831633
ADAMTS9	8	11	0.26493055	0.287119822
COL6A1	164	274	9.399296963	12.37743127
RNF145	523	490	29.36981243	21.68822459
SNORD88B	0	1	0	1.967591509
HOXC4	7	3	0.72251733	0.244061862
SLFN14	0	0	0	0
UBR4	537	1077	8.187424916	12.94247056
LINC01006	0	1	0	0.251789415
SEC24D	211	143	12.48910199	6.671342416
DHX40	536	516	35.39420125	26.85625585
NRIP1	787	939	25.2209255	23.718123
DLG2	1	6	0.025900794	0.12248778
CPTP	99	202	10.93137516	17.5800219
LIG3	87	126	5.401730115	6.166129083
LOC101928885	0	0	0	0
C14orf178	1	0	0.374839818	0
TP53TG5	0	0	0	0
SDF2	265	283	40.56183845	34.14181701
NRBP1	523	1001	43.4451565	65.53935944
F2RL1	443	530	36.81225443	34.71306777
HMCN2	2	2	0.034599775	0.02727104
EDEM2	371	462	42.19650531	41.4164612
NAT14	95	128	17.03994046	18.09601198
USP1	727	666	41.9343787	30.27878672
ZNF705E	0	0	0	0
HDDC3	110	232	23.78224773	39.53453511
NFE2L3	637	674	41.57610101	34.6730991
ERAL1	406	794	51.58000424	79.50680107
SLCO4A1-AS1	4	6	0.680664856	0.804735248
HSP90B2P	439	387	38.62729772	26.83917793
MAPK6	832	1254	47.68423825	56.64707597
HTR7P1	14	13	0.772397201	0.565307107
FCGR2A	2	1	0.199379598	0.078574054
ZZZ3	283	346	10.41767495	10.03896416
GOLGA4	175	227	5.328928749	5.448239114
ATG4B	110	220	9.194379517	14.49375313
ALAS2	1	0	0.113470723	0
MIR579	0	0	0	0
GNG12-AS1	0	0	0	0
HGSNAT	414	281	19.22682399	10.28589217
OSBP2	36	73	1.667739584	2.665489856
CNOT3	103	212	8.6391035	14.01508548
SRGAP1	233	390	6.601162948	8.708785163
SULT1A2	0	0	0	0
CNN3	965	1143	102.1291058	95.34477194
ANXA8L1	0	0	0	0
CYP19A1	0	0	0	0
DHX37	112	330	5.959220063	13.83928899
UCP1	3	1	0.726439567	0.190856376
AVPI1	433	689	75.32287657	94.46842193
KLHDC2	650	714	87.15129543	75.45484647
SEMA4A	1	0	0.070126418	0
SNORA84	0	0	0	0
TRRAP	202	369	3.85845212	5.555415547
NDUFAF6	70	112	9.31844781	11.75146463
ENDOG	38	64	8.036303799	10.66795466
STAM	310	427	17.70828543	19.22521177
SCAF8	132	266	6.087095973	9.668214838
THBS4	5	3	0.332984767	0.157472258
NCL	1109	1513	98.83713409	106.2810811
RAB40B	20	15	2.753229362	1.627541584
ASAP1-IT2	2	2	0.238450539	0.187943256
LOC102723481	0	1	0	0.266559185
TSC1	100	176	2.810428533	3.898644643
LMLN	67	104	2.267796617	2.774540557
LOC100505625	0	1	0	0.056734951
DVL3	220	403	10.52395	15.19461076
MTRF1	19	44	2.116275955	3.862778547
SNORD116-21	1	0	2.576026834	0
ING3	55	72	4.402664043	4.542697223
METRNL	147	312	22.08159975	36.93994382
SLC39A13	102	167	9.117366291	11.76560164
HEXIM1	268	236	13.56222947	9.413188051
MAN2C1	30	73	2.180190778	4.181427214
C8orf48	7	12	1.172216913	1.583870343
TUBA3FP	0	0	0	0
ZNF469	0	2	0	0.028911062
NPFF	0	1	0	0.231621816
SNORA58	0	0	0	0
11-Sep	786	394	32.79806421	12.95836848
BBC3	16	33	1.849329049	3.006329556
KLHL38	0	0	0	0
LOC729930	2	5	0.438274249	0.863603513
CASP9	75	124	5.496667427	7.162890639
FAM60A	307	387	23.55481064	23.40349102
LOC284241	0	0	0	0
INTS5	308	460	22.70354	26.72570263
DMC1	9	4	0.871030656	0.305126101
AGTPBP1	295	108	15.73765677	4.541196001
RHCE	1	0	0.149657925	0
FAM214B	114	211	8.254995081	12.04267207
EIF4H	1469	1651	139.7145488	123.7642881
PLEKHD1	2	1	0.267269892	0.105329126
